domain,col_nm,values
코드,BN_SE_CD,"['BSP001', 'ZSP002', 'BSP032', 'BSP081', 'BSP401', 'BSF001', 'XSP002', 'BSV001', 'BSP061', 'BFP001', 'SSP001', 'BSO001', 'BSA002', 'BSV001', 'BSA002', 'BSP061', 'BSP802', 'QSP002', 'BSQ001', 'YSP001', 'BSV001', 'BSB001', 'BSP062', 'BSP008', 'BSZ002', 'WSP001', 'BSP001', 'ISP001', 'BSP501', 'BSP022', 'BGP001', 'BZP002', 'NSP001', 'LSP001', 'USP002', 'BZP001', 'BSP004', 'BXP001', 'BZP001', 'BSP006', 'BSP202', 'BSP101', 'BSP701', 'BOP002', 'BSP041', 'BSP072', 'BSB002', 'BPP001', 'BSP701', 'BSP102', 'BSP003', 'SSP002', 'BSP005', 'BSP004', 'PSP002', 'BSP102', 'BSP001', 'BQP002', 'BSP003', 'TSP002', 'BSP009', 'KSP001', 'BSP003', 'BSP501', 'ASP001', 'ASP001', 'BDP001', 'BBP002', 'BSP001', 'OSP002', 'BSP005', 'BSP102', 'HSP002', 'XSP002', 'JSP001', 'BSP022', 'BSA001', 'LSP002', 'BSP022', 'BJP001', 'BFP002', 'BSG001', 'BSP202', 'BSM002', 'ZSP001', 'BSP003', 'BSK001', 'OSP002', 'BSP601', 'BSP201', 'BPP002', 'BSP000', 'BXP001', 'ISP001', 'BSB002', 'OSP001', 'GSP002', 'BSP002', 'BSP301', 'BSP002']"
번호,ETP_NO,"['E03382', 'E03182', 'E02831', 'E03689', 'E52535', 'E07682', 'R03323', 'E07323', 'E02837', 'E02535', 'E02585', 'E03622', 'E03689', 'E03363', 'E53323', 'I02837', 'E03632', 'E92837', 'E02539', 'E03189', 'E03689', 'E63889', 'E03672', 'E03373', 'E02323', 'E04889', 'E02565', 'E63682', 'J03889', 'E02834', 'O02837', 'E01323', 'E02682', 'E02837', 'E03328', 'E02807', 'E02555', 'E23889', 'G03323', 'E03323', 'E03327', 'E09837', 'E03582', 'E03879', 'X03682', 'E03889', 'E03182', 'L02535', 'E02534', 'E03489', 'E06323', 'O03889', 'E03680', 'E02835', 'E02831', 'E12535', 'E00535', 'E06837', 'E02535', 'W02837', 'E04535', 'E13323', 'E03782', 'E03282', 'A03323', 'X02837', 'E02867', 'E03882', 'E02807', 'E02323', 'E03589', 'E03589', 'E03393', 'E02830', 'E13323', 'E02535', 'E22837', 'E03320', 'E02637', 'E02535', 'E02835', 'W03323', 'A03682', 'E08535', 'E03682', 'E02534', 'E03889', 'R03889', 'E03382', 'E07323', 'E03882', 'Z03889', 'E02535', 'E02838', 'C02837', 'C02535', 'E03223', 'F03323', 'E03888', 'E03383']"
날짜,RPO_RPR_DT,"['29130625', '20190626', '20130725', 'NULL', '20091230', 'NULL', '20137625', '20091231', '20130626', 'NULL', '20091930', 'NULL', '70130626', '24091230', '20001230', '20091230', '20130646', 'NULL', '29130625', '20130626', 'NULL', '20130226', '20091230', '24091230', '90130626', '28130626', 'NULL', '20150625', '20130126', '20136626', '20041231', '20097230', '20991231', '60091231', '20090230', '20091290', '21091231', '20091238', 'NULL', '40091230', 'NULL', 'NULL', '27130626', '20130685', 'NULL', '20130616', '20991230', '20130615', '20091236', '22091231', 'NULL', '20091530', '22130625', '20091220', 'NULL', 'NULL', '20930625', '20140625', '20096231', '20130696', '20096230', '20130666', 'NULL', 'NULL', '20491231', '20130605', '20091931', '20130645', '20130676', 'NULL', '30091231', '23091231', '20091230', '20094230', 'NULL', '20091930', 'NULL', '25130625', '20091210', '28091231', '80091231', '20091220', '20091231', '29091230', '80130625', '20130026', '10130626', '20095231', 'NULL', '20130326', '20130626', '20160625', 'NULL', '20100626', '20130625', '20130225', '30091230', 'NULL', '20791230', 'NULL']"
날짜,MNE_PRM_DT,"['201201', '23100111', '201201', 'NULL', '20180111', 'NULL', '20100118', '201201', '20790720', '20111014', '201103', 'NULL', 'NULL', '30100111', '20105111', '201201', '20130014', '20101014', '20700112', '20090740', '20170111', '201103', '20060720', 'NULL', '201201', '29100111', '20100172', '20100151', '201103', 'NULL', 'NULL', '29100112', '22100112', '20131014', '20100192', '20131014', '20090820', '201201', '20100113', '20131014', '201103', 'NULL', '201201', 'NULL', '10100111', '20100811', '201201', '20100115', '201201', '201201', '20100161', '26100111', 'NULL', 'NULL', '20137014', '20900111', '40100112', '20131094', '20090750', '80090720', '201201', '20131014', '20090727', '20900112', '80131014', '201103', '20131014', '201201', '20131017', '23131014', '20190720', '201201', '201201', '201201', '20090725', '201103', '20100411', '201201', '20131010', '20190111', '10100111', '20500112', '201103', 'NULL', '20090220', '20100101', '201103', '20171014', '201103', '201201', '20020720', '20095720', '201201', '201201', '201201', '40100111', '201103', '21131014', '40090720', 'NULL']"
,DOC_NO,"['수생태관리꾩-2503', '수생태관리과-7022', '수생태관리과-4032', 'NULL', '수뱰태관리과-1627', '수생태관리뾍-2503', '수생태관리트-1711', '수생태관리과-2711', '수생태관리과-7503', 'NULL', '수생뿗관리과-4022', '수생태관튻과-2503', '촫생태관리과-4022', 'NULL', '수생태관리셚-2503', '수생태관리과-1011', '칣생태관리과-4022', '수생태관리과-5503', '수생태관리갪-1627', '수생태관리과-9711', '수생태관리과-3627', '수생태됓리과-2503', '수뽓태관리과-2503', '수생태관리과-4062', 'NULL', 'NULL', '수생태귋리과-4022', '솟생태관리과-4022', '수생태관리과-1657', '수생태관리과-1027', 'NULL', 'NULL', '수생태관리쿆-1711', '수생태관리쿼-4022', 'NULL', '수생태관리과-2303', '수생태관댬과-1627', 'NULL', '수생측관리과-1711', '수생홫관리과-2503', '수생태관리과-4028', '수헲태관리과-2503', 'NULL', '수빜태관리과-1627', '러생태관리과-1711', '수썞태관리과-2503', '수생태딏리과-4022', '수생태엩리과-4022', '수쫘태관리과-4022', '수생태관리과-2513', '수쌀태관리과-2503', '수생태관리과-0503', '수생태관리웺-1711', 'NULL', 'NULL', '수곃태관리과-4022', '수뗥태관리과-2503', '수생태관리과-1617', 'NULL', '수생태관리과-4024', '수생태관리과-1327', 'NULL', '수생태뤊리과-1711', '수생태관폚과-4022', '수생태관굀과-1711', '수생태뢥리과-2503', '수꽊태관리과-2503', '수생태관리과-1711', 'NULL', 'NULL', '수생태관리과-2506', 'NULL', '수쥚태관리과-4022', '넌생태관리과-4022', '수생태관리과-2504', '수생태관묠과-1627', '수생태관리과-4052', '수생태관리과-2504', '수생태관리과-1625', '수생태관핓과-1627', '수생태관리과-2903', 'NULL', '수생태관눕과-1711', 'NULL', '수생태홦리과-2503', 'NULL', 'NULL', '수생궜관리과-4022', '수생태관리과-1111', '뗒생태관리과-4022', '수생태관쾻과-1627', '수생태관리과-1211', '수생태관리쀌-2503', 'NULL', '수생태관리과-1716', '수생태쮞리과-1627', 'NULL', '수생태맇리과-1711', '수생태관리과-2603', '수굋태관리과-2503']"
날짜,EFM_DT,"['20160722', 'NULL', '20150021', '50151125', '20051125', '90160722', 'NULL', '50150821', '28150821', 'NULL', '20170722', '20150118', '20560722', 'NULL', '20150813', 'NULL', '20150818', '20350818', '20150818', '20150828', '20151185', '20130818', '28151125', '20151121', 'NULL', '20451125', '20150621', '20150418', '29151125', 'NULL', '20150918', '20150121', '20156821', '90150821', '20150858', '20130818', '20160725', '20751125', '20160772', '80160722', '21150818', '20150818', '20151325', '10160722', '20151825', '20110818', 'NULL', 'NULL', '20150818', '20150818', '20160772', '90151125', '40160722', '20160742', '20158125', 'NULL', '20151125', '20150718', '20158821', '10150818', '90150818', '28150821', '20161125', '20151525', '20160723', 'NULL', 'NULL', '20160722', '20100821', '20170821', '20150817', '80160722', 'NULL', '30160722', '10150818', 'NULL', '20150871', '20150831', '20140722', '28150818', 'NULL', '24151125', 'NULL', '20151175', '80150818', '20100821', '20150825', '20160721', 'NULL', '20050821', 'NULL', '20150818', '20850818', '20110722', 'NULL', '20151127', '20851125', 'NULL', '30150818', '20151025']"
날짜,KECO_CNF_DT,"['20860202', '20150874', '22160202', 'NULL', '20156824', '10160202', 'NULL', '20150919', '22150720', '20160282', '20140824', '20150821', '20150719', '60150824', '24160202', '20160302', '20170202', '20180819', 'NULL', '20150620', '20156824', '20170819', '30150720', '20150520', 'NULL', 'NULL', '20152720', '20150825', '20150804', '25150824', '27160202', '20660202', 'NULL', '60160202', '20450824', 'NULL', 'NULL', '27150824', 'NULL', '20120720', 'NULL', 'NULL', 'NULL', '20170819', '20150819', '20550819', '20156819', 'NULL', '20160802', '20150822', '20850819', '24160202', '20460202', '25150824', '20150829', '20450824', '20150819', '20150824', 'NULL', '20650824', '26160202', '20150320', '30150824', 'NULL', '20150024', '20650720', '20165202', '20180824', '20150817', '70150819', '20150819', '20150811', 'NULL', '70150720', '23160202', 'NULL', '20550720', 'NULL', 'NULL', '20150720', '20160102', '50150819', '20180202', '80160202', '20150844', 'NULL', '20150720', '20140720', 'NULL', '20166202', '20150019', '20050720', '20850824', '20154720', '40150720', '20150839', '20152819', '20110824', 'NULL', '10150819']"
날짜,RPLY_DT,"['2721', '2022', '2022', 'NULL', '2023', '7022', '2021', '2621', '2021', '1023', '2021', '2022', '20160719', '2093', 'NULL', '20160716', '2022', '20160919', '20160710', '2023', '2020', '2053', '2123', '3023', '4023', 'NULL', '4023', '20160119', '2922', '28160719', '2023', '20140719', '2023', '2091', '2021', '2027', '2032', '2020', '6022', '2823', '2024', '2020', '2021', '2021', '2029', '2020', '2052', '2223', '2022', '2923', '2052', '2052', '2022', '2023', '2521', 'NULL', '2062', '2020', 'NULL', 'NULL', '2023', '2023', '2021', '2023', 'NULL', '3021', '2022', '2063', 'NULL', '2025', '2021', '2041', '2041', '2022', 'NULL', '20160710', '2022', '2063', '2002', '2022', '2021', '20150719', '2523', '2029', '2923', '2020', '20160719', '1023', '20164719', '20160719', '2020', '2020', '2023', '2021', '2021', '2025', 'NULL', '20360719', 'NULL', '2051']"
날짜,RDC_RGS_DT,"['20180418', '20110824', '20250824', '20180713', '30180718', '20150819', '50180718', '20150777', 'NULL', '20150617', 'NULL', '20180418', '20180718', '20180718', 'NULL', '21180718', '20150217', '20150717', '20150834', '20150619', '20950819', '20180717', 'NULL', '20180718', '20380718', '20180728', '21180718', '20150717', '20180728', '20170717', '70150717', '20150224', 'NULL', '20150814', '20150824', 'NULL', 'NULL', 'NULL', '20350717', '20150219', '20850824', 'NULL', '20150894', '20154824', '28180718', '20150819', '20150813', 'NULL', 'NULL', 'NULL', '20140819', '20180712', '20156824', '20186718', '40150824', '20150879', '20150820', '70180718', '20950819', '20187718', '30150824', '20152717', '20156819', 'NULL', 'NULL', '25180718', '20150819', '20154824', '20155717', 'NULL', 'NULL', '60150819', '10150824', '20950717', '20150879', '20150124', '29180718', '20150767', '20180824', '25180718', '20181718', 'NULL', '20156819', '60150717', 'NULL', '20156819', 'NULL', 'NULL', '20180718', '27150824', '24150717', 'NULL', '60150717', '20150718', '20150809', 'NULL', '20080718', '20150879', '20150717', 'NULL']"
코드,RPOTRG_EXT_SE_CD,"['1', '0', '0', '1', '4', '9', '9', '0', '1', '1', '7', '5', '1', '1', '5', '0', '6', '4', '8', '8', '1', '0', '1', '0', '1', '1', '7', '0', '0', '0', '5', '8', '1', '4', '0', '1', '0', '6', '1', '0', '9', '0', '6', '8', '9', '4', '1', '0', '2', '9', '1', '0', '0', '1', '7', '1', '0', '1', '8', '0', '0', '9', '4', '1', '0', '0', '1', '7', '1', '0', '1', '0', '1', '0', '0', '1', '2', '0', '9', '0', '1', '0', '7', '0', '0', '1', '9', '2', '6', '4', '4', '6', '6', '1', '6', '8', '9', '7', '1', '9']"
