domain,col_nm,values
번호,IP_AD,"['44.6.204.700', '44.6.210.130', '44.6.210.100', '44.6.204.100', '42.6.204.100', '44.6.910.100', '44.6.204.900', 'NULL', 'NULL', 'NULL', 'NULL', '48.6.210.100', 'NULL', '44.6.204.130', 'NULL', 'NULL', '44.6.510.100', '44.6.204.000', 'NULL', 'NULL', '44.6.110.100', '84.6.204.100', 'NULL', 'NULL', '94.6.210.100', '44.6.204.102', '44.7.210.100', '44.6.104.100', '44.5.204.100', '44.6.250.100', 'NULL', 'NULL', '43.6.204.100', 'NULL', '44.6.204.600', '84.6.210.100', '44.6.250.100', '44.6.240.100', '44.6.218.100', 'NULL', 'NULL', 'NULL', 'NULL', '74.6.210.100', '45.6.210.100', '44.6.214.100', '44.6.204.500', '44.6.211.100', 'NULL', '44.6.224.100', 'NULL', '44.6.204.100', 'NULL', '44.6.204.100', 'NULL', 'NULL', '44.1.204.100', '44.6.250.100', '44.6.510.100', '45.6.204.100', '44.5.210.100', '44.6.204.000', '44.6.204.104', 'NULL', '44.6.207.100', '43.6.204.100', 'NULL', '44.6.204.100', 'NULL', '24.6.204.100', '44.8.210.100', 'NULL', '44.6.210.102', 'NULL', '42.6.204.100', '44.6.209.100', 'NULL', '44.6.210.100', '44.6.410.100', 'NULL', '44.6.204.104', 'NULL', '44.6.210.000', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '44.5.204.100', '42.6.210.100', '44.6.211.100', '44.6.310.100', 'NULL', '42.6.210.100', '44.6.219.100', '44.6.204.120', 'NULL', '34.6.210.100', '44.6.210.104', '44.6.204.100']"
번호,TCP_PORT,"['NULL', '3010', 'NULL', '3264', '3209', 'NULL', 'NULL', '1210', '1210', '3204', '3217', '9204', '3216', '3204', 'NULL', 'NULL', '3230', 'NULL', 'NULL', '3212', '3204', '3270', '2210', 'NULL', 'NULL', '9210', 'NULL', 'NULL', '9210', '3224', '3504', '3201', 'NULL', '3284', 'NULL', '3204', '3254', '3404', '4204', '3604', 'NULL', 'NULL', '3211', '3218', '3304', 'NULL', '6204', 'NULL', '3290', '3270', '3804', '3224', 'NULL', '6210', 'NULL', '6204', '4210', '3284', 'NULL', '3244', '3210', '3410', '4204', '1210', '1204', 'NULL', 'NULL', '3210', 'NULL', 'NULL', '5204', '3804', '6204', '5204', '3004', '3410', '3804', '3010', 'NULL', 'NULL', '3504', 'NULL', '3210', '3294', '3209', '3110', 'NULL', 'NULL', '3904', '3210', '3200', '3610', '7204', '2204', '3216', '3604', '3204', '3213', 'NULL', '3202']"
수량,LA,"['NULL', '35.982298', '37.6629903', '37.6529903', 'NULL', '31.6129903', 'NULL', '35.932298', 'NULL', '37.6121903', 'NULL', '37.6129923', 'NULL', '35.282298', '37.6129906', '37.6129703', 'NULL', '35.922298', '35.982298', '35.982292', '77.6129903', '15.982298', '35.982298', '34.982298', 'NULL', 'NULL', '37.6129900', '37.6129902', '37.6929903', '37.6729903', '35.982298', 'NULL', '37.8129903', 'NULL', 'NULL', 'NULL', '30.6129903', 'NULL', '35.982278', '37.6129603', '35.982291', 'NULL', '31.982298', 'NULL', '35.983298', '35.582298', '37.6129953', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '35.982198', '35.982198', 'NULL', '35.482298', 'NULL', '37.6129900', '55.982298', '37.6129902', '97.6129903', 'NULL', '25.982298', 'NULL', 'NULL', '35.682298', '37.6121903', 'NULL', '35.989298', '37.6129903', '37.2129903', '35.982298', '15.982298', '37.8129903', '57.6129903', '35.982248', '35.982998', '37.6829903', '37.6129903', '37.6129903', 'NULL', '25.982298', '35.982498', 'NULL', '37.6129903', '35.902298', '35.982998', 'NULL', '37.6127903', 'NULL', '35.982294', 'NULL', '35.982208', 'NULL', '55.982298', 'NULL', '35.982298', '37.0129903']"
수량,LO,"['126.7196611', '126.7196511', 'NULL', 'NULL', '124.9562294', '126.7191411', '326.7196411', '326.7196411', '526.9562294', '126.7196416', '126.7198411', '126.7196411', '126.9562284', 'NULL', '126.9562994', '826.9562294', '126.9562214', 'NULL', '126.7196417', 'NULL', '126.7196421', 'NULL', '126.7196411', '126.7194411', '126.7196419', '126.7198411', 'NULL', '126.9562284', '126.9462294', 'NULL', '126.9562694', 'NULL', '126.9562284', '126.9562794', 'NULL', '126.9562594', '126.7896411', '146.7196411', '126.9562224', '126.7195411', 'NULL', '126.7196411', 'NULL', 'NULL', '726.7196411', 'NULL', '126.7196211', '126.7196411', 'NULL', '126.7196211', 'NULL', '120.7196411', '126.7196911', '326.9562294', '126.7196421', 'NULL', '126.7198411', '126.7196471', '126.7196414', '126.9562214', 'NULL', '126.7296411', '127.7196411', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '126.7562294', '126.7196411', 'NULL', 'NULL', '126.9522294', '126.7196418', '126.7196419', '126.7194411', 'NULL', '126.3562294', 'NULL', 'NULL', 'NULL', 'NULL', '126.7126411', '156.7196411', 'NULL', 'NULL', '126.7196441', '126.7196311', '120.9562294', 'NULL', '126.7196111', 'NULL', '126.9462294', 'NULL', '126.9562204', '126.9562294', '126.9662294', '626.7196411', 'NULL']"
수량,XCN,"['NULL', '35.591528900911425', '35.891528900911425', 'NULL', 'NULL', 'NULL', 'NULL', '35.891528900941425', '35.891528900911425', '35.861528900911425', '35.891528900911435', '35.77677170810327', '35.891528900921425', '65.891528900911425', '35.891528900919425', '35.891528700911425', 'NULL', 'NULL', '35.79675170810327', 'NULL', '35.79672170810327', 'NULL', '35.691528900911425', '35.79677170810327', '35.79667170810327', 'NULL', '25.891528900911425', '25.79677170810327', '35.79617170810327', '35.891528900918425', '35.291528900911425', '35.79677170810324', '35.891528970911425', '35.891528900911125', 'NULL', '35.891528900911425', '35.79607170810327', '35.79667170810327', '35.79677170890327', '35.79677130810327', '35.79677170814327', 'NULL', '35.891528900911525', '35.891528900918425', '35.79677170818327', '35.79677170820327', '35.74677170810327', 'NULL', '35.89677170810327', 'NULL', '35.891528902911425', 'NULL', 'NULL', '35.891528900111425', '35.79677177810327', 'NULL', 'NULL', '95.79677170810327', '36.891528900911425', '35.79677178810327', 'NULL', '35.79627170810327', '35.79677170818327', '35.891528990911425', '39.891528900911425', '35.78677170810327', 'NULL', 'NULL', 'NULL', '35.79673170810327', 'NULL', '35.79677170410327', '35.892528900911425', '35.591528900911425', 'NULL', '35.79677171810327', 'NULL', 'NULL', '35.79677170810327', '35.79677170810027', '35.59677170810327', '35.79677180810327', '35.895528900911425', '35.79677100810327', '35.79676170810327', '35.891523900911425', '35.79677970810327', '39.891528900911425', 'NULL', 'NULL', '35.891524900911425', '35.79677170812327', 'NULL', '35.79607170810327', '35.892528900911425', '35.891528900611425', 'NULL', '35.59677170810327', '35.891528900911425', 'NULL']"
수량,YDN,"['NULL', 'NULL', '127.58171718295321', '127.08171718295321', '127.08171718297321', 'NULL', '127.19180368728922', '127.19180568728922', 'NULL', '127.08071718295321', '127.11180368728922', '127.19180368728927', '127.59180368728922', '127.19180368728922', '117.19180368728922', 'NULL', 'NULL', '127.19180368728922', '127.19180398728922', 'NULL', 'NULL', '327.19180368728922', 'NULL', 'NULL', '127.19189368728922', 'NULL', '127.19180368723922', '127.99180368728922', 'NULL', '127.07171718295321', '127.19580368728922', '127.19180368728952', 'NULL', '127.19480368728922', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '127.03171718295321', '127.19180338728922', '197.19180368728922', '127.19189368728922', '127.19180368728922', 'NULL', '127.18171718295321', '124.19180368728922', '127.19130368728922', '127.19180368028922', '127.19180368728962', '127.07171718295321', '127.08176718295321', '129.08171718295321', '127.08871718295321', '120.08171718295321', 'NULL', 'NULL', '127.08171718295321', '127.19180360728922', 'NULL', 'NULL', '127.08171718225321', '127.19380368728922', '127.19180368728022', '127.19180368728322', 'NULL', '827.08171718295321', '127.58171718295321', '127.08171718215321', 'NULL', '127.19180368718922', '127.39180368728922', 'NULL', 'NULL', '121.19180368728922', 'NULL', '127.08171718295421', '127.19150368728922', '127.08171728295321', '127.08671718295321', '127.08171718295921', '127.19180368720922', '127.19180368728929', '127.19180468728922', 'NULL', 'NULL', '127.19680368728922', '197.19180368728922', 'NULL', 'NULL', '126.08171718295321', 'NULL', '127.08171718294321', '127.08071718295321', '127.19180368728922', '127.19180368758922', '127.19180368028922', '127.19180368728922', 'NULL', 'NULL']"
,AD,"['전라북도 군산시 밍명1길 18', 'NULL', '서울특별시 종로구 비좟길 48', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '서울특별됁 종로구 비봉길 48', 'NULL', '전라북도 군산꽐 대명1길 18', '서울특별시 종로쿖 비봉길 48', 'NULL', '서톾특별시 종로구 비봉길 48', '서울특별시 종로곱 비봉길 48', '전라북도 군산시 대명1길 98', '전라북도 뀃산시 대명1길 18', '전라북도 군산시 대명1길 18', '서울특별시 종로구 비봉뾆 48', '서울특별껷 종로구 비봉길 48', 'NULL', '전라북도 군산시 대명5길 18', '서울특별시 뇵로구 비봉길 48', 'NULL', '서울특별시 종로것 비봉길 48', '전라북도 군산시 대명1길 12', '전라북도 군산시 대명1길 14', 'NULL', '서울특별시 종로덹 비봉길 48', '전라북도 군산시 대명1읓 18', '서울특별시 종로구 비봉얈 48', 'NULL', '서울특별시 종귏구 비봉길 48', '서울특별시 종로구 비봉텃 48', '서울딉별시 종로구 비봉길 48', '서울특별쪣 종로구 비봉길 48', 'NULL', '서울특별시 종떟구 비봉길 48', '서울특별시 종로쯇 비봉길 48', '서울특별시 종로구 비봉먺 48', '서울특별시 종로구 비봉길 48', '서울특별시 종로구 비봉길 68', 'NULL', '닯울특별시 종로구 비봉길 48', '서울특별시 종로구 비봉호 48', '서욃특별시 종로구 비봉길 48', '서울특별시 종햩구 비봉길 48', '전라북도 군산시 대명1길 11', '서됉특별시 종로구 비봉길 48', '졨울특별시 종로구 비봉길 48', 'NULL', '서울특별시 종로구 비봉틙 48', '전라북도 군산시 대명1길 13', '전라북도 벗산시 대명1길 18', 'NULL', '전라북도 군산횻 대명1길 18', 'NULL', '전라북도 군산시 대명1튊 18', '서울특별시 종로구 괅봉길 48', 'NULL', 'NULL', '전라북도 군산냗 대명1길 18', '서울특별시 종로구 비봉길 45', '서울특별시 종로구 비봉길 48', '서울특별시 종로턤 비봉길 48', '전라츗도 군산시 대명1길 18', '서됫특별시 종로구 비봉길 48', 'NULL', '전라북도 군산시 럻명1길 18', 'NULL', '전라북도 군산시 탰명1길 18', '전라북렧 군산시 대명1길 18', '서울특별시 종로구 틳봉길 48', 'NULL', '혌울특별시 종로구 비봉길 48', '밆라북도 군산시 대명1길 18', '전라북도 군산시 대명1길 18', 'NULL', 'NULL', '전라북도 멇산시 대명1길 18', '전라북도 군산시 대명1길 18', '전라북도 군산시 대킬1길 18', 'NULL', '전라북도 군산시 대명1쐊 18', '서울특별시 종로땴 비봉길 48', '전라북도 군뗑시 대명1길 18', '죙라북도 군산시 대명1길 18', '서울특별시 종로구 비떜길 48', 'NULL', '전라북도 군산시 대명1샲 18', '전라북도 군산시 셮명1길 18', 'NULL', '서울특별뾬 종로구 비봉길 48', '전라횈도 군산시 대명1길 18', '서울특별시 종로콅 비봉길 48', 'NULL', 'NULL', 'NULL', '전라북도 군산시 대명0길 18', '섄울특별시 종로구 비봉길 48']"
,AD_DTL,"['든경강', None, 'NULL', None, '튖경강', None, None, None, '칑경강', 'NULL', 'NULL', '만경헆', None, '죵경강', None, None, 'NULL', None, 'NULL', 'NULL', '덶경강', '쭧경강', 'NULL', '만경촏', 'NULL', '만경덝', '솯경강', '만늿강', 'NULL', None, '만경넹', None, None, '만뺦강', 'NULL', '만냁강', 'NULL', '쨘경강', 'NULL', 'NULL', None, None, '킫경강', None, '만횞강', '만경짛', 'NULL', 'NULL', None, '만경뎸', None, 'NULL', '만경뮢', '즣경강', None, 'NULL', 'NULL', 'NULL', 'NULL', '품경강', None, None, None, None, '만경쇊', 'NULL', 'NULL', '만경뫇', '만읤강', 'NULL', '만경젘', '만녓강', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', None, '만경붪', None, None, 'NULL', 'NULL', None, None, None, '뮽경강', 'NULL', '쌏경강', '만칥강', 'NULL', None, None, None, None, None, None, '챲경강', 'NULL', None]"
수량,DSP_APR_ORD,"['9', '1', '0', 'NULL', 'NULL', 'NULL', 'NULL', '2', '1', '1', '0', '3', '5', '7', '4', '3', 'NULL', '9', 'NULL', 'NULL', '6', 'NULL', '1', '9', '3', '0', '0', '6', '4', '8', '3', 'NULL', '9', 'NULL', '7', '9', '3', '1', 'NULL', '1', 'NULL', '0', '7', '0', '2', '1', '7', '5', '2', '5', '7', 'NULL', '9', '1', 'NULL', '0', '8', '7', '2', '2', 'NULL', '1', '9', 'NULL', '1', '1', 'NULL', '8', '2', 'NULL', '2', 'NULL', '5', 'NULL', 'NULL', '7', '6', '8', '1', 'NULL', '0', '4', '0', '2', '0', '1', '0', 'NULL', '8', '1', '0', 'NULL', 'NULL', 'NULL', '0', '6', '1', '0', '0', '7']"
번호,INP_USR_ID,"['MII201912', 'MIG201612', 'MXG201912', 'MIL201912', 'MIG201972', 'MLG201912', 'MIG208912', 'MIG221912', 'MYG201912', 'MIG201919', 'MIG281912', 'MIR201912', 'MIG206912', 'MIG201914', 'MIG701912', 'MIG201902', 'MIG201012', 'MIN201912', 'MIX201912', 'MVG201912', 'MIG201916', 'MIG201916', 'MIG201912', 'MIG251912', 'MIG101912', 'MIG201919', 'MIG201912', 'MIG101912', 'MIG201917', 'MIG101912', 'MIG281912', 'MQG201912', 'BIG201912', 'MIG201912', 'HIG201912', 'MIG201913', 'MII201912', 'MIG901912', 'MIY201912', 'MIG211912', 'MPG201912', 'MIG201914', 'MIG241912', 'MIG207912', 'MIH201912', 'MIG203912', 'MIG201912', 'MIV201912', 'UIG201912', 'MIG201915', 'MIG206912', 'MIG201912', 'MIX201912', 'MIG211912', 'MIG201972', 'MIG201112', 'MIG901912', 'MIG201312', 'MIP201912', 'MIG501912', 'LIG201912', 'MIC201912', 'MIG201912', 'HIG201912', 'MIG201612', 'MIG271912', 'MIG251912', 'MIG201812', 'MTG201912', 'MIW201912', 'MIG201910', 'MIG201919', 'MIG101912', 'MIG901912', 'MIG202912', 'MUG201912', 'MIG261912', 'MIG201952', 'MIG201712', 'BIG201912', 'MIG201922', 'MIG201915', 'MIY201912', 'MIG251912', 'MIT201912', 'MIY201912', 'MIG201912', 'MIG202912', 'MIG101912', 'MVG201912', 'BIG201912', 'MIG261912', 'MID201912', 'MIG200912', 'MIG201912', 'MIG201914', 'MIG209912', 'MIG201913', 'KIG201912', 'MIG201912']"
